qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,200,11682,1994,9368,209,20864,53,0,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,200,12844,2077,10440,209,21076,53,0,413247,413071,706838,880592,249062,400194,942339,880462,987636,941776
2,200,13151,2219,10604,213,20039,54,0,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,200,18988,2500,16145,213,18052,54,0,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,200,12219,2140,9758,212,20726,54,0,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,200,12825,2990,9511,209,21582,54,0,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,200,11993,2470,9210,209,21379,53,0,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,200,13031,2701,9997,213,17900,54,0,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,200,15188,3704,11105,212,21870,54,0,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,200,13317,3402,9562,210,20721,54,0,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,200,13714,3483,9885,209,21849,53,0,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,200,13777,3403,10039,210,20493,54,0,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,200,15327,4234,10711,209,20517,53,0,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,200,15493,4566,10535,210,21018,54,0,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,200,15309,4574,10338,209,20856,53,0,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,200,17151,5059,11689,215,20817,55,0,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,200,17462,5339,11681,210,20585,54,0,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,200,17353,5466,11447,212,21575,54,0,394163,882972,117181,724211,803788,579505,865734,862392,862676,481816
18,200,19623,5975,13203,209,21016,53,0,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,200,17557,5586,11530,209,20886,53,0,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,200,20667,5804,14433,213,18950,54,0,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,200,22675,5893,16319,209,19927,53,0,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
22,200,21722,6229,15014,213,19494,54,0,31629,68360,426465,4957,558357,4784,483146,281276,633279,482791
23,200,18521,5985,12108,211,20318,54,0,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,200,17408,5584,11400,212,21081,54,0,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,200,16111,5208,10474,209,19846,53,0,719083,87978,292469,814403,381318,514619,514508,292181,814205,465858
26,200,18114,5820,11856,211,20775,54,0,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,200,17820,5436,11941,209,19953,53,0,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,200,17511,5532,11560,211,20276,54,0,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,200,17405,5213,11758,217,18115,55,0,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,200,17469,5441,11593,209,20032,53,0,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,200,20840,6295,14072,209,20885,53,0,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,200,24545,6901,17139,208,19878,53,0,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,200,23747,6770,16484,209,18990,53,0,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,200,27265,6866,19909,212,21230,54,0,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,200,18655,5036,13150,209,20945,53,0,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,200,20771,6254,14019,209,21728,53,0,5842,5867,6708,76101,72420,316027,707838,580180,72336,685009
37,200,16897,5328,11152,209,19046,53,0,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,200,17147,5374,11346,211,20388,54,0,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,200,19242,5807,13004,213,19779,54,0,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,200,22286,6293,15507,208,20143,53,0,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
41,200,18891,5484,12957,209,18457,53,0,672663,950473,995354,543266,304642,807850,832734,924202,877285,779153
42,200,16753,5299,11030,209,20404,53,0,353533,279441,312344,280744,356305,684403,106646,176619,112971,325817
43,200,21237,6468,14290,212,21984,54,0,6302,5144,698353,698380,323021,695647,903061,700737,113009,178109
44,200,18221,5495,12289,212,19150,54,0,754244,740214,477919,754136,379564,477668,669498,994393,746174,734963
45,200,16853,5310,11121,213,19692,54,0,339510,341048,103857,175843,339933,780322,21980,826999,482497,827163
46,200,16583,5216,10964,213,19425,54,0,5880,657906,750523,997994,417152,998162,289779,478548,369606,535790
47,200,17408,5417,11569,205,21088,52,0,676288,88744,575286,112116,395011,866052,138708,389019,5641,129673
48,200,17692,5371,11876,209,19454,53,0,5213,104988,5750,122253,151333,151236,151506,287220,533961,68544
49,200,17496,5349,11720,209,18867,53,0,5084,189094,79548,789068,168390,79696,789691,5138,79580,296791
50,200,17932,5658,11834,210,19801,54,0,5653,5012,6627,412765,412388,29422,356987,575049,238731,758834
51,200,16888,5194,11286,214,19679,55,0,6123,6192,571827,571831,863669,774030,86102,898134,56891,405826
52,200,18675,5699,12525,211,20578,54,0,353210,352562,339633,781593,892861,781199,315815,517274,336721,541539
53,200,16911,5374,11121,213,20602,54,0,351987,233832,339510,8612,323246,745960,745993,459172,101249,862947
54,200,16888,4971,11505,213,16831,54,0,112794,113250,446585,411892,870851,863411,951184,906435,952895,603713
55,200,16571,4879,11275,209,16985,53,0,228527,235088,38460,39257,683190,38490,39351,38397,583247,427728
56,200,17060,5376,11259,213,21138,54,0,308262,79553,307829,279070,279393,419768,84208,312604,79528,105292
57,200,17891,5561,11903,211,20605,54,0,966916,556125,5211,966411,469634,214355,225733,916109,562323,469532
58,200,16946,5370,11143,209,20034,53,0,7237,626572,716064,536562,381601,172684,237441,949157,383164,462136
59,200,16428,4887,11133,217,17261,55,0,6834,6316,6612,768167,672413,768289,672523,830147,673996,830132
60,200,17273,5440,11419,211,21014,54,0,5278,421775,615794,411641,509171,864283,227388,336785,399367,311418
61,200,17011,5171,11407,209,18218,53,0,8402,777151,8564,101592,47079,566368,103322,848323,816034,781951
62,200,16398,4792,11200,212,16260,54,0,6560,838412,838648,838480,655178,825006,449099,890256,423938,654280
63,200,16445,5118,10916,209,18907,53,0,6321,6413,5989,7094,439221,694080,590708,682414,989396,512491
