qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,9418,876,8326,105,11063,53,961,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,9332,623,8520,105,11153,53,961,413247,413071,706838,880592,249062,400194,942339,880462,987636,941776
2,100,9111,559,8339,107,10810,54,961,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,11618,661,10729,107,9579,54,961,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,10687,777,9697,107,10944,54,961,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,12152,949,10975,104,11306,53,961,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,100,11941,978,10732,109,11893,55,961,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,8780,657,7907,108,9530,55,961,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,11311,1039,10030,106,11473,54,961,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,11894,1178,10449,106,10918,54,961,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,100,13142,1348,11519,106,11558,54,961,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,11818,1372,10170,108,11092,55,961,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,11204,1295,9652,105,10932,53,961,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,12194,1383,10531,106,11237,54,961,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,13696,1581,11795,108,11399,55,961,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,14491,1700,12478,112,11379,57,961,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,12766,1462,11007,107,10985,54,961,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,100,13885,1551,12024,107,11262,55,961,394163,882972,117181,724211,803788,579505,865734,862392,862676,601678
18,100,13141,1503,11337,105,11099,53,961,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,14431,1597,12522,105,11148,53,961,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,11974,1375,10323,107,10157,54,961,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,13947,1566,12079,105,10710,53,961,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
22,100,11449,1239,9939,107,10434,54,961,31629,68360,426465,4957,558357,4784,483146,633279,482791,536469
