qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,10468,1688,8577,106,11115,54,65,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,10707,1496,9021,105,11151,53,65,413247,413071,706838,880592,249062,400194,942339,880462,987636,941776
2,100,12412,1759,10438,107,10675,54,65,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,13275,1933,11126,107,9629,54,65,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,13423,2066,11126,107,11043,54,65,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,13924,2252,11439,106,11333,55,65,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,100,19504,2820,16415,109,11802,55,65,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,12881,2294,10361,108,9533,55,65,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,18347,3013,15061,106,11443,54,65,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,15183,3093,11827,107,10984,55,65,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,100,17259,3621,13337,106,11482,54,65,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,12758,2869,9641,107,10927,54,65,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,15057,3332,11431,105,10738,53,65,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,13260,3091,9914,105,10948,53,65,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,14155,3218,10668,108,11303,55,65,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,15686,3559,11847,110,11176,56,65,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,18026,3823,13887,107,10972,54,65,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,100,17020,3688,13034,106,11483,54,65,394163,882972,117181,803788,579505,865734,862392,862676,481816,601678
18,100,17942,3877,13756,105,11197,53,65,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,24523,3827,20387,105,11059,53,65,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,17992,3912,13772,107,10052,54,65,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,13421,3085,10079,105,10654,53,65,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
