qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,7704,652,6852,105,11040,53,449,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,8878,477,8210,106,11262,54,449,413247,413071,706838,880592,249062,400194,942339,987636,941776,586780
2,100,10446,580,9664,107,10869,54,449,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,8366,387,7806,107,9482,54,449,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,9141,460,8487,107,10843,54,449,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,8326,476,7656,104,11254,53,449,187470,67875,220473,460733,896005,27746,943689,669622,947299,682308
6,100,9417,633,8575,110,12067,56,449,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,9559,582,8729,108,9587,55,449,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,10295,831,9245,107,11601,55,449,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,9993,842,8927,106,11010,54,449,178811,181997,181605,821938,807785,716433,358802,803100,153488,279356
10,100,15344,1389,13667,105,11533,53,449,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,13460,1351,11836,108,11013,55,449,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,11734,1179,10300,105,11037,53,449,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,10447,1086,9112,105,11052,53,449,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,12656,1418,10957,108,11439,55,449,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,18393,2048,15981,111,11301,56,449,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,17507,1934,15221,107,11065,54,449,796844,796217,798456,23370,426178,217222,511690,563318,352400,390404
17,100,17109,1901,14860,107,11325,54,449,394163,882972,803788,579505,865734,862392,862676,601678,111360,227468
18,100,13255,1553,11420,105,11066,53,449,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,11846,1353,10217,105,11180,53,449,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,10988,1209,9529,107,10145,54,449,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,10518,1118,9151,105,10668,53,449,4490,4457,440896,105025,30046,214449,214475,234950,337194,554601
22,100,10495,1106,9136,107,10422,54,449,31629,68360,426465,4957,558357,4784,483146,633279,482791,536469
