qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,11372,1772,9373,106,11115,54,193,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,11001,1441,9364,105,11151,53,193,413247,413071,706838,880592,249062,400194,942339,880462,987636,941776
2,100,14297,2007,12048,107,10675,54,193,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,13844,1876,11732,107,9629,54,193,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,10828,1564,9065,107,11043,54,193,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,18440,1949,16283,106,11333,55,193,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,100,14815,2658,11913,109,11802,55,193,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,15775,2892,12616,108,9533,55,193,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,16064,3066,12724,106,11443,54,193,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,17011,3381,13336,107,10984,55,193,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,100,18700,3427,14987,106,11482,54,193,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,11624,2728,8656,107,10927,54,193,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,11887,2753,8874,105,10738,53,193,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,12202,2894,9055,105,10948,53,193,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,12222,2908,9064,108,11303,55,193,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,13097,3023,9793,110,11176,56,193,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,12140,2831,9045,107,10972,54,193,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,100,12283,2795,9226,106,11483,54,193,394163,882972,117181,803788,579505,865734,862392,862676,481816,601678
18,100,17912,3774,13826,105,11197,53,193,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,13582,3034,10283,105,11059,53,193,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,12657,2846,9565,107,10052,54,193,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,12545,2897,9400,105,10654,53,193,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
22,100,12023,2819,8961,107,10576,54,193,31629,68360,426465,4957,558357,4784,483146,281276,633279,482791
23,100,13058,3063,9730,109,11206,55,193,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,100,12522,2910,9366,107,11159,54,193,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,100,11234,2732,8267,105,10439,53,193,719083,87978,292469,814403,381318,514619,514508,292181,814205,465858
26,100,11704,2736,8725,107,11040,55,193,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,100,11504,2706,8554,105,10538,53,193,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,100,12814,3021,9552,107,10850,54,193,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
