qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,7690,616,6873,106,11162,54,193,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,7151,301,6668,105,11143,53,193,413247,413071,706838,880592,249062,400194,942339,987636,941776,586780
2,100,8999,458,8340,107,10843,54,193,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,8008,302,7530,107,9484,54,193,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,10067,592,9278,107,10800,54,193,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,12458,794,11431,104,11290,53,193,187470,67875,220473,460733,896005,27746,943689,669622,947299,682308
6,100,11429,839,10354,110,12069,56,193,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,18459,1076,17103,108,9577,55,193,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,14120,1249,12583,106,11524,54,193,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,19732,1512,17934,106,10995,54,193,178811,181997,181605,821938,807785,716433,358802,803100,153488,279356
10,100,15187,1579,13299,106,11641,54,193,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,15708,1651,13730,108,11013,55,193,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,15554,1703,13505,108,11395,56,193,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,14927,1636,12980,105,11068,53,193,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,12365,1370,10722,107,11361,54,193,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,11446,1356,9817,110,11202,56,193,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,10838,1269,9301,108,11175,55,193,796844,796217,798456,23370,426178,217222,511690,563318,352400,390404
17,100,10365,1180,8927,106,11213,54,193,394163,882972,803788,579505,865734,862392,862676,601678,111360,227468
18,100,10061,1078,8727,105,11102,53,193,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,11550,1241,10037,106,11250,54,193,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,11220,1125,9836,109,10322,55,193,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,12293,1346,10669,107,10852,54,193,4490,4457,440896,105025,30046,214449,214475,234950,337194,554601
22,100,10657,1130,9271,107,10388,54,193,31629,68360,426465,4957,558357,4784,483146,633279,482791,536469
23,100,12014,1367,10379,109,11202,55,193,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,100,10695,1211,9225,107,11308,54,193,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,100,13626,1530,11797,105,10624,53,193,719083,87978,292469,814403,381318,514619,514508,292181,465858,422089
26,100,15847,1715,13802,106,11148,54,193,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,100,11312,1185,9875,105,10628,53,193,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,100,10579,1177,9144,108,11033,55,193,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,100,11401,1177,9968,109,9539,55,193,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,100,10070,1077,8751,105,10610,53,193,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,100,11707,1232,10210,108,11479,55,193,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,100,10858,1116,9472,104,10504,53,193,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,100,10942,1174,9523,105,10107,53,193,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,100,10260,1166,8845,107,11189,54,193,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,100,10455,1173,9024,105,11079,53,193,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,100,11270,1301,9704,108,11836,55,193,5842,5867,6708,76101,72420,316027,707838,72336,685009,920719
37,100,12112,1227,10599,105,10028,53,193,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,100,10755,1194,9301,107,10771,54,193,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,100,10839,1202,9386,107,10490,54,193,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,100,10844,1237,9352,107,10810,54,193,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
41,100,10769,1075,9446,106,9767,54,193,672663,950473,995354,543266,304642,807850,924202,877285,707109,778715
42,100,10887,1152,9480,105,10931,53,193,353533,279441,312344,280744,356305,684403,106646,176619,112971,325817
43,100,10451,1144,9043,106,11316,54,193,6302,5144,698353,698380,323021,695647,903061,700737,113009,178109
