qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,9647,1476,7991,106,11115,54,961,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,8186,996,7017,105,11151,53,961,413247,413071,706838,880592,249062,400194,942339,880462,987636,941776
2,100,11812,1675,9940,107,10675,54,961,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,9734,1102,8452,107,9629,54,961,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,9998,1341,8472,107,11043,54,961,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,9936,1397,8353,106,11333,55,961,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,100,10390,1597,8590,109,11802,55,961,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,10207,1556,8455,108,9533,55,961,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,10901,1869,8832,106,11443,54,961,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,10897,1999,8690,107,10984,55,961,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,100,10814,2082,8514,106,11482,54,961,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,10879,2087,8576,107,10927,54,961,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,10700,2045,8432,105,10738,53,961,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,11950,2528,9158,105,10948,53,961,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,12349,2750,9353,108,11303,55,961,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,13328,3032,10038,110,11176,56,961,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,17085,3496,13272,107,10972,54,961,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,100,13555,3000,10281,106,11483,54,961,394163,882972,117181,803788,579505,865734,862392,862676,481816,601678
18,100,16788,3447,13049,105,11197,53,961,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,11907,2818,8842,105,11059,53,961,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,14300,3047,10988,107,10052,54,961,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,12727,2869,9590,105,10654,53,961,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
22,100,12612,2884,9467,107,10576,54,961,31629,68360,426465,4957,558357,4784,483146,281276,633279,482791
23,100,13650,3097,10283,109,11206,55,961,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,100,11753,2754,8755,107,11159,54,961,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,100,11647,2764,8637,105,10439,53,961,719083,87978,292469,814403,381318,514619,514508,292181,814205,465858
26,100,13282,3023,10005,107,11040,55,961,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,100,15262,3248,11736,105,10538,53,961,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,100,18975,3851,14781,107,10850,54,961,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,100,22230,3579,18354,109,9530,55,961,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,100,21991,3744,17916,106,10746,54,961,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,100,14486,3270,10940,107,11179,54,961,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,100,15858,3396,12178,104,10399,53,961,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,100,16772,3434,13048,105,9818,53,961,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,100,14357,3146,10944,110,11478,56,961,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,100,11803,2723,8844,105,10971,53,961,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,100,11649,2744,8667,106,11411,54,961,5842,5867,6708,76101,72420,316027,707838,580180,72336,685009
37,100,14430,3053,11115,105,10022,53,961,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,100,15399,3238,11876,107,10713,54,961,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,100,13570,2911,10396,107,10517,54,961,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,100,13188,2661,10277,107,10902,54,961,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
