qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,6641,1332,5122,110,11596,29,0,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,6250,1068,4998,110,11747,29,0,413247,413071,706838,880592,249062,400194,942339,880462,987636,941776
2,100,6045,1013,4858,113,11387,29,0,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,6471,989,5303,113,10350,29,0,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,7765,1355,6227,113,11756,29,0,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,6786,1092,5508,110,11799,30,0,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,100,8373,1534,6631,109,11853,28,0,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,6094,959,4978,113,10076,29,0,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,6259,1063,5030,112,12152,29,0,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,8054,1581,6284,113,11669,30,0,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,100,8728,1761,6763,110,11944,29,0,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,8737,1872,6654,112,11533,29,0,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,8897,1895,6794,110,11347,29,0,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,8108,1763,6150,111,11628,29,0,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,6881,1613,5096,110,11546,29,0,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,7259,1657,5412,115,11818,30,0,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,9347,2311,6827,112,11528,29,0,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,100,8551,2189,6145,112,12154,29,0,394163,882972,117181,803788,579505,865734,862392,862676,481816,601678
18,100,9145,2359,6570,109,11676,28,0,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,9841,2505,7113,109,11544,28,0,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,10265,2654,7380,113,10750,29,0,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,11970,3133,8579,109,11101,28,0,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
22,100,12786,3320,9194,113,11272,29,0,31629,68360,426465,4957,558357,4784,483146,281276,633279,482791
23,100,9156,2721,6206,112,11564,29,0,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,100,10026,2901,6890,112,11759,29,0,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,100,9187,2852,6108,109,10866,28,0,719083,87978,292469,814403,381318,514619,514508,292181,814205,465858
26,100,9691,2963,6496,113,11758,30,0,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
