qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,150,8137,685,7215,162,16624,42,0,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,150,7494,421,6856,162,16624,42,0,413247,413071,706838,880592,249062,400194,942339,987636,941776,586780
2,150,7491,453,6830,163,15916,42,0,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,150,7575,299,7073,163,14079,42,0,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,150,7713,432,7063,162,16127,42,0,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,150,7038,379,6450,157,16667,40,0,187470,67875,220473,460733,896005,27746,943689,669622,947299,515025
6,150,7704,443,7033,159,17009,41,0,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,150,8123,484,7405,163,14070,42,0,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,150,8336,646,7427,163,17209,43,0,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,150,8543,589,7693,164,16484,44,0,178811,177646,181997,181605,821938,807785,716433,358802,803100,866737
10,150,7729,572,6902,159,17168,41,0,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,150,9577,853,8425,159,15916,41,0,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,150,8956,993,7707,163,16664,42,0,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,150,8633,993,7403,159,16383,41,0,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,150,8644,1014,7373,159,16330,41,0,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,150,14449,2017,12036,168,16549,43,0,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,150,10111,1324,8452,163,16432,42,0,796844,796217,798456,23370,426178,217222,511690,685252,563318,352400
17,150,12518,1798,10352,162,16787,42,0,394163,882972,117181,803788,579505,865734,862392,862676,481816,601678
18,150,14455,2184,11896,158,16233,41,0,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,150,15043,2233,12419,162,16629,42,0,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,150,16117,2265,13425,163,14981,42,0,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,150,16089,2335,13346,160,15632,41,0,4490,4457,440896,105025,30046,214449,214475,234950,337194,566609
22,150,15211,2121,12670,162,15135,42,0,31629,68360,426465,4957,558357,4784,483146,633279,482791,536469
23,150,15522,2340,12759,162,16077,42,0,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,150,14768,2236,12136,160,16403,41,0,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,150,20137,2323,17400,159,15595,41,0,719083,87978,292469,814403,381318,514619,514508,292181,814205,465858
26,150,19505,2320,16784,160,16369,41,0,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,150,15791,2282,13103,159,15622,41,0,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,150,15267,2241,12608,164,16485,42,0,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,150,16590,2318,13834,167,14277,43,0,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,150,15982,2382,13187,161,15920,41,0,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,150,15428,2266,12761,161,16702,41,0,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,150,15753,2302,13045,158,15492,41,0,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,150,15427,2140,12897,159,14841,41,0,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,150,15397,2296,12689,162,16619,42,0,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,150,15303,2283,12620,159,16328,41,0,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,150,15125,2302,12419,159,17036,41,0,5842,5867,6708,76101,72420,316027,707838,72336,685009,920719
37,150,12496,1731,10416,161,15051,42,0,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,150,14293,2181,11713,161,15836,41,0,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,150,13814,1915,11508,163,15635,42,0,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,150,15149,2169,12584,162,16048,42,0,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
41,150,14787,2130,12238,159,14407,41,0,672663,950473,995354,543266,304642,807850,924202,877285,707109,778715
42,150,14865,2167,12301,159,16143,41,0,353533,279441,312344,280744,356305,684403,106646,176619,112971,325817
43,150,12457,1897,10198,160,16903,42,0,6302,5144,698353,698380,323021,695647,903061,700737,113009,178109
44,150,10094,1415,8377,163,14873,42,0,754244,740214,477919,754136,379564,477668,669498,994393,746174,734963
45,150,14674,2169,12100,162,15526,42,0,339510,341048,103857,175843,339933,780322,21980,826999,482497,827163
46,150,13056,1833,10858,164,15447,42,0,5880,657906,750523,997994,417152,998162,289779,478548,369606,535790
47,150,14929,2302,12230,157,16420,40,0,676288,88744,575286,112116,395011,866052,138708,389019,5641,129673
48,150,13339,1874,11100,159,15136,41,0,5213,104988,5750,122253,151333,151236,151506,287220,533961,68544
49,150,12351,1646,10336,159,14713,41,0,5084,189094,79548,789068,168390,79696,789691,5138,79580,296791
50,150,10519,1484,8727,162,15720,42,0,5653,5012,6627,412765,412388,29422,356987,575049,238731,758834
