qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,7948,559,7192,107,11287,55,0,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,8535,372,7967,106,11239,54,0,413247,413071,706838,880592,249062,400194,942339,987636,941776,586780
2,100,11115,615,10276,107,10843,54,0,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,11242,537,10490,107,9483,54,0,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,11333,664,10449,107,10800,54,0,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,10959,660,10087,105,11394,53,0,187470,67875,220473,460733,896005,27746,943689,669622,947299,682308
6,100,21415,1052,20107,110,12069,56,0,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,12583,1004,11343,108,9576,55,0,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,14071,1340,12448,106,11524,54,0,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,13785,1392,12103,106,10995,54,0,178811,181997,181605,821938,807785,716433,358802,803100,153488,279356
10,100,11873,1199,10396,106,11641,54,0,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,14596,1606,12683,108,11051,56,0,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,20640,1305,19061,109,11459,56,0,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,10176,1106,8833,105,11068,53,0,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,13088,1450,11352,106,11241,54,0,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,11463,1251,9944,110,11230,56,0,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,11289,1251,9771,107,11046,54,0,796844,796217,798456,23370,426178,217222,511690,563318,352400,390404
17,100,10863,1159,9433,106,11224,54,0,394163,882972,803788,579505,865734,862392,862676,601678,111360,227468
18,100,10718,1143,9323,104,11009,53,0,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,9847,1031,8583,108,11479,55,0,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,12419,1299,10852,108,10263,55,0,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,10844,1125,9466,107,10852,54,0,4490,4457,440896,105025,30046,214449,214475,234950,337194,554601
22,100,9809,1099,8476,107,10405,54,0,31629,68360,426465,4957,558357,4784,483146,633279,482791,536469
23,100,13640,1451,11906,109,11185,55,0,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,100,13168,1472,11394,107,11290,54,0,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,100,13041,1457,11298,105,10628,53,0,719083,87978,292469,814403,381318,514619,514508,292181,465858,422089
26,100,11750,1297,10180,106,11147,54,0,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,100,10668,1190,9230,105,10625,53,0,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,100,11367,1258,9846,108,11033,55,0,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,100,10558,1000,9315,109,9507,55,0,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,100,11174,1222,9699,105,10612,53,0,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,100,10603,1175,9184,108,11492,55,0,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,100,9533,1018,8283,104,10495,53,0,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,100,12096,1277,10550,108,10476,55,0,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,100,11167,1194,9702,108,11230,55,0,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,100,10403,1122,9032,105,11079,53,0,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,100,11011,1282,9465,105,11451,53,0,5842,5867,6708,76101,72420,316027,707838,72336,685009,920719
37,100,11379,1178,9950,106,10139,54,0,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,100,10379,1100,8965,107,10756,54,0,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,100,11305,1154,9903,107,10493,54,0,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,100,7206,243,6792,107,10810,54,0,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
41,100,9943,945,8762,106,9782,54,0,672663,950473,995354,543266,304642,807850,924202,877285,707109,778715
42,100,11071,1155,9659,105,10920,53,0,353533,279441,312344,280744,356305,684403,106646,176619,112971,325817
43,100,11546,1235,10026,106,11386,54,0,6302,5144,698353,698380,323021,695647,903061,700737,113009,178109
44,100,9911,1002,8684,108,10150,55,0,754244,740214,477919,754136,379564,477668,669498,994393,746174,734963
45,100,9850,1036,8565,108,10655,55,0,339510,341048,103857,175843,339933,780322,21980,826999,482497,827163
46,100,11031,1169,9603,107,10329,54,0,5880,657906,750523,997994,417152,998162,289779,478548,369606,535790
47,100,10869,1175,9438,106,11287,54,0,676288,88744,575286,112116,395011,866052,138708,389019,5641,129673
48,100,13893,1493,12103,106,10308,54,0,5213,104988,5750,122253,151333,151236,151506,287220,533961,68544
49,100,15240,1543,13385,106,10021,54,0,5084,189094,79548,789068,168390,79696,789691,5138,79580,296791
50,100,14924,1608,12994,108,10724,55,0,5653,5012,6627,412765,412388,29422,356987,575049,238731,758834
51,100,12150,1268,10619,107,10390,54,0,6123,6192,571827,571831,863669,774030,86102,898134,56891,405826
52,100,11235,1202,9773,108,11268,55,0,353210,352562,339633,781593,892861,781199,315815,517274,336721,541539
53,100,13244,1466,11490,107,11021,54,0,351987,233832,339510,8612,323246,745960,745993,459172,101249,862947
54,100,13816,1349,12159,107,8914,54,0,112794,113250,446585,411892,870851,863411,906435,952895,603713,667019
55,100,15787,1592,13868,105,8814,53,0,228527,235088,38460,39257,683190,38490,39351,38397,583247,427728
56,100,20217,1799,18089,108,11292,55,0,308262,79553,307829,279070,279393,419768,84208,312604,79528,540901
57,100,15389,1694,13369,107,11108,54,0,966916,556125,5211,966411,469634,214355,225733,916109,562323,469532
58,100,17929,1652,15975,105,10703,53,0,7237,626572,716064,536562,381601,172684,237441,949157,383164,462136
59,100,13547,1380,11874,109,9475,55,0,6834,6316,6612,768167,672413,768289,672523,830147,673996,830132
60,100,14661,1673,12681,108,11451,55,0,5278,421775,615794,411641,509171,864283,227388,336785,311418,780092
61,100,12476,1348,10846,107,9968,54,0,8402,777151,8564,101592,47079,566368,103322,848323,816034,781951
62,100,11774,1088,10405,109,8801,55,0,6560,838412,838648,838480,655178,825006,449099,890256,423938,654280
63,100,12688,1345,11064,107,10302,54,0,6321,6413,5989,7094,439221,694080,590708,682414,989396,512491
64,100,13181,1289,11609,106,9160,54,0,5635,476004,848657,617044,641183,546683,675309,397755,422008,901459
65,100,11930,1221,10452,107,10420,54,0,992978,782307,606380,52188,869634,576180,781821,569962,157002,861875
66,100,11861,1183,10396,107,9457,54,0,5390,5669,686362,7346,376423,414228,7758,53298,102274,997979
67,100,9890,971,8676,107,9818,54,0,37790,38036,213670,48146,335382,543283,538358,994346,38802,520776
68,100,10794,1101,9438,109,10494,55,0,745206,475045,743583,814150,734709,477883,814152,528107,323185,741851
69,100,12215,1361,10584,107,11270,54,0,956344,511904,229951,231693,778803,458570,322838,239136,465284,827118
70,100,11614,1161,10200,107,9222,54,0,6124,6430,5912,768112,541740,6804,655162,768142,543487,768033
71,100,11336,1130,9958,107,9362,54,0,5826,5885,754927,795689,795787,399103,5155,887421,217444,496198
72,100,10613,1100,9262,107,11689,54,0,448667,57922,699496,906834,198752,277568,700028,226993,753746,703272
73,100,11805,1277,10249,106,10272,54,0,6853,190271,405640,470408,86188,573991,986963,574996,88691,256424
74,100,12292,1365,10645,110,11605,56,0,7364,353104,426975,437048,314481,426817,548275,724824,831381,55790
75,100,11534,1211,10065,106,10731,54,0,6553,874762,937405,106343,823106,7616,481177,952748,335363,456105
76,100,10508,1112,9142,105,10158,53,0,120210,218377,324333,194189,273005,203370,267648,284144,890258,821033
77,100,11165,1233,9680,105,10569,53,0,908325,322937,581325,988313,907550,30911,32969,171405,468269,87779
78,100,10394,1136,9012,107,11174,54,0,544739,924921,547884,464954,465039,496766,464949,151237,730884,92163
79,100,10604,1086,9250,111,10017,56,0,6070,919617,138184,8069,5967,673324,411888,118923,674756,673335
80,100,12527,1330,10923,106,10516,54,0,7451,591140,7188,900930,610680,918058,588905,420058,870629,66816
81,100,13038,1444,11303,106,11307,54,0,833230,840245,986179,223910,800817,603552,888353,834026,11237,830564
82,100,11093,1215,9629,106,11113,54,0,177759,31395,280953,806288,522375,679265,210676,154577,196602,275418
83,100,11171,1272,9651,106,10356,54,0,296270,6005,714059,847922,414280,74493,40878,6778,566213,905839
84,100,11359,1277,9829,105,11347,53,0,8894,227733,32475,216176,280838,711937,469776,299339,351328,215822
85,100,14085,1370,12387,106,8489,54,0,754930,419010,802125,797123,479889,479823,479638,208081,409350,480026
86,100,10583,991,9345,105,8949,53,0,807714,642062,73061,910669,900912,424719,253067,808513,526166,114829
87,100,10595,1011,9322,107,8744,54,0,7722,526037,297056,39337,643125,282502,521335,417700,642572,820955
88,100,12528,1238,11021,106,9206,54,0,7098,39462,38464,6901,38545,38522,38386,8899,7065,38240
89,100,12181,1293,10612,107,10168,54,0,7627,754531,811323,7118,823542,825274,187888,386717,825058,857119
90,100,9971,958,8770,107,9137,54,0,9258,9417,84465,821939,815480,815326,85967,815425,85193,815524
91,100,10710,1051,9409,106,9427,54,0,439826,648328,57569,707795,187329,802478,876763,407337,783564,910423
92,100,12020,1308,10454,106,10750,54,0,8356,7797,511325,806838,792323,349404,183768,956233,942656,863588
93,100,10296,1094,8970,108,10629,55,0,991587,437379,338664,742678,742597,742556,311426,826938,963357,196106
94,100,11288,1028,10006,107,9031,54,0,8419,37970,986478,962974,857588,985312,616609,856493,875276,478217
95,100,11303,1198,9849,107,10645,54,0,849118,664898,691386,332322,298797,916928,785689,332566,625082,312589
96,100,10497,1106,9133,104,11014,53,0,436416,309650,203122,267400,656723,519686,354583,307804,518456,24937
97,100,10800,1167,9380,107,10117,54,0,8825,807683,84825,84157,57297,381144,260607,397268,202377,266655
98,100,11572,1221,10085,109,9770,55,0,112511,911693,768297,896881,37844,37993,39076,280557,37752,37734
99,100,10953,1153,9554,105,9873,53,0,8082,440321,753623,8782,368453,637319,753679,155524,369366,305493
100,100,11629,1260,10099,108,10903,55,0,223309,215818,21005,20974,282663,505511,216313,389863,422050,295600
101,100,10133,1002,8893,107,9835,54,0,5155,475714,9057,474709,410967,475613,411704,7262,5634,7736
102,100,9569,991,8341,105,10881,53,0,365106,417922,752491,67539,832128,512012,411506,230201,746945,611807
103,100,10810,1070,9490,108,10195,55,0,642707,614360,851333,641279,122290,141685,869694,869927,566430,933239
104,100,10225,980,8997,108,10303,55,0,579263,56621,378772,433603,852805,52434,729303,442929,547337,378181
105,100,9734,1030,8474,105,10005,53,0,51078,513558,188640,688022,304448,942858,55175,729640,901495,329585
106,100,10383,978,9155,111,10204,56,0,908531,116079,112707,987365,845979,215969,79463,427847,556067,715617
107,100,9857,910,8717,109,9484,55,0,52534,600518,8265,904970,847814,541717,116316,115625,536117,814425
108,100,12721,1172,11258,108,8873,55,0,39450,38552,512718,39420,425578,38348,38544,512415,424420,38446
109,100,12582,1397,10904,105,9979,53,0,9090,583428,700826,118740,556525,56783,661238,534160,650728,78573
110,100,10549,1040,9250,108,9933,55,0,207205,963129,814168,920261,615958,709915,971556,822348,535037,822276
111,100,12278,1346,10666,107,11540,54,0,470540,707760,474579,470424,730156,741600,805586,101510,99614,254329
112,100,10299,885,9179,106,8671,54,0,8601,52018,768763,413638,643701,835702,829592,99401,769089,259924
113,100,12229,1301,10651,107,10850,54,0,414105,384488,736229,875866,32755,248419,735948,32618,32069,332146
