qid,L,total_us,cpu_us,io_us,n_ios,n_cmps,n_hops,n_exact_nav_reads,id0,id1,id2,id3,id4,id5,id6,id7,id8,id9
0,100,6088,580,5298,113,11971,30,0,932085,934876,561813,708177,706771,695756,435345,701258,455537,872728
1,100,5988,391,5415,112,11945,29,0,413247,413071,706838,880592,249062,400194,942339,987636,941776,586780
2,100,5591,349,5058,113,11548,29,0,669835,408764,408462,408855,551661,861882,406273,406324,551743,861530
3,100,5329,267,4905,113,10205,29,0,970797,125539,48044,191115,889039,546470,123985,546496,207768,831905
4,100,5281,283,4835,112,11420,29,0,340871,748397,748193,175336,716433,112586,107281,416604,371420,368246
5,100,4982,286,4521,108,11752,28,0,187470,67875,220473,460733,896005,27746,943689,669622,947299,682308
6,100,5382,270,4937,110,12114,29,0,402219,982379,652078,880346,59540,511412,595673,703786,982409,596714
7,100,6122,409,5536,113,10144,29,0,906750,618842,807599,569178,107468,207868,476215,762217,762237,5447
8,100,5680,342,5147,113,12331,30,0,376328,325865,323160,376277,323464,724549,176970,695175,803977,181435
9,100,5789,335,5263,112,11685,29,0,178811,181997,181605,821938,807785,716433,358802,803100,153488,279356
10,100,5099,321,4597,109,12033,28,0,316210,320547,992617,297239,753170,806980,432201,988918,807092,180642
11,100,6326,470,5664,114,11741,32,0,4697,762035,824256,672308,689860,824098,609725,609704,910776,923610
12,100,7320,737,6395,114,12077,30,0,390776,563997,923810,931688,564008,191546,13183,564079,564042,224306
13,100,5766,529,5045,111,11757,29,0,522078,134090,596084,795468,565610,988161,868867,522080,861121,990875
14,100,5976,603,5196,110,11669,29,0,454220,601274,368880,563664,482225,562464,562875,433429,409216,409300
15,100,8121,866,7025,120,12380,32,0,970094,409722,969865,918194,332655,106809,43943,806446,502068,234721
16,100,6077,641,5234,113,11724,29,0,796844,796217,798456,23370,426178,217222,511690,563318,352400,390404
17,100,6731,721,5815,114,12143,30,0,394163,882972,803788,579505,865734,862392,862676,601678,111360,227468
18,100,6297,660,5437,109,11586,29,0,247250,434884,25262,170737,466326,635668,701657,897908,122907,126762
19,100,7973,928,6823,113,12068,30,0,222535,193620,272436,258797,394974,921304,868610,905999,226575,629123
20,100,8184,1028,6919,115,11076,30,0,587404,666481,929092,82246,601801,541161,860624,928637,481713,448233
21,100,7648,1016,6406,112,11402,29,0,4490,4457,440896,105025,30046,214449,214475,234950,337194,554601
22,100,6843,900,5719,113,11082,29,0,31629,68360,426465,4957,558357,4784,483146,633279,482791,536469
23,100,6629,817,5592,112,11548,29,0,364790,686808,363583,452484,931784,452900,526788,219735,176512,290169
24,100,6664,808,5642,112,11910,29,0,4630,4554,804007,784790,279489,4623,242430,279275,188771,292781
25,100,7931,978,6717,109,11057,28,0,719083,87978,292469,814403,381318,514619,514508,292181,465858,422089
26,100,10668,1557,8817,110,11640,29,0,426883,426756,10021,525190,910741,475114,514206,321539,9899,515955
27,100,9218,1289,7661,109,11111,28,0,291918,955290,5963,955277,278725,363739,291938,176129,717127,176295
28,100,7414,1110,6078,115,11889,30,0,725057,422521,678265,210568,905060,724824,678649,103965,515173,571604
29,100,10595,1522,8784,118,10537,31,0,5453,555262,555280,556974,793183,792959,640564,678014,638091,715416
30,100,7021,954,5858,111,11318,29,0,534527,540700,825845,528396,172473,551649,826344,140175,599948,736536
31,100,11133,1551,9289,111,11862,29,0,5559,4995,4962,5330,4870,401179,401031,703702,401938,749867
32,100,11281,1557,9430,108,10934,28,0,5300,330332,69173,70085,497454,133114,787559,684695,502522,724669
33,100,11269,1626,9350,109,10560,28,0,995079,994843,676916,994880,996246,676649,615911,39929,100515,646457
34,100,11538,1653,9574,113,11819,29,0,149480,154168,540894,188171,364563,238380,845487,364021,707409,68317
35,100,17618,1597,15713,110,11631,29,0,5841,5866,6707,845383,392768,76102,791495,641127,393434,15970
36,100,11226,1647,9278,110,12016,29,0,5842,5867,6708,76101,72420,316027,707838,72336,685009,920719
37,100,10721,1460,8976,110,10611,29,0,5184,35716,808138,33766,107024,925739,745448,4997,441231,190336
38,100,14729,1583,12851,112,11320,29,0,5023,5500,5177,6187,5341,978240,137232,284610,160369,173565
39,100,10923,1566,9050,113,11189,29,0,720244,477601,750411,690413,415493,587405,869342,689683,458649,23749
40,100,10843,1564,8967,113,11516,29,0,8307,4773,4867,5214,5163,678598,474658,736313,632378,379937
41,100,10676,1518,8866,111,10383,30,0,672663,950473,995354,543266,304642,807850,924202,877285,707109,778715
42,100,11113,1528,9277,109,11406,28,0,353533,279441,312344,280744,356305,684403,106646,176619,112971,325817
43,100,7269,1003,6052,111,11977,29,0,6302,5144,698353,698380,323021,695647,903061,700737,113009,178109
44,100,6964,986,5764,113,10732,29,0,754244,740214,477919,754136,379564,477668,669498,994393,746174,734963
45,100,7058,1044,5817,113,11220,29,0,339510,341048,103857,175843,339933,780322,21980,826999,482497,827163
46,100,7198,993,6005,114,11138,30,0,5880,657906,750523,997994,417152,998162,289779,478548,369606,535790
47,100,6888,898,5781,110,11745,30,0,676288,88744,575286,112116,395011,866052,138708,389019,5641,129673
48,100,6419,842,5380,109,10675,28,0,5213,104988,5750,122253,151333,151236,151506,287220,533961,68544
49,100,6471,854,5431,109,10380,28,0,5084,189094,79548,789068,168390,79696,789691,5138,79580,296791
50,100,7007,939,5868,114,11414,30,0,5653,5012,6627,412765,412388,29422,356987,575049,238731,758834
51,100,7122,994,5926,113,11020,29,0,6123,6192,571827,571831,863669,774030,86102,898134,56891,405826
52,100,14183,1240,12713,113,11816,30,0,353210,352562,339633,781593,892861,781199,315815,517274,336721,541539
53,100,7330,1086,6021,113,11701,29,0,351987,233832,339510,8612,323246,745960,745993,459172,101249,862947
54,100,7065,900,5943,113,9634,29,0,112794,113250,446585,411892,870851,863411,906435,952895,603713,667019
55,100,6526,734,5592,109,9296,28,0,228527,235088,38460,39257,683190,38490,39351,38397,583247,427728
56,100,7222,992,6019,114,11987,30,0,308262,79553,307829,279070,279393,419768,84208,312604,79528,540901
57,100,7072,1025,5837,113,11794,29,0,966916,556125,5211,966411,469634,214355,225733,916109,562323,469532
58,100,6839,947,5696,109,11175,28,0,7237,626572,716064,536562,381601,172684,237441,949157,383164,462136
59,100,7360,939,6196,117,10387,30,0,6834,6316,6612,768167,672413,768289,672523,830147,673996,830132
60,100,7170,993,5974,114,12162,30,0,5278,421775,615794,411641,509171,864283,227388,336785,311418,780092
61,100,6909,952,5755,113,10636,29,0,8402,777151,8564,101592,47079,566368,103322,848323,816034,781951
62,100,9942,745,8992,113,9198,29,0,6560,838412,838648,838480,655178,825006,449099,890256,423938,654280
63,100,6882,964,5702,113,11017,29,0,6321,6413,5989,7094,439221,694080,590708,682414,989396,512491
64,100,6616,770,5644,112,9853,29,0,5635,476004,848657,617044,641183,546683,675309,397755,422008,901459
65,100,6959,923,5827,114,11175,30,0,992978,782307,606380,52188,869634,576180,781821,569962,157002,861875
66,100,6849,996,5655,114,10229,30,0,5390,5669,686362,7346,376423,414228,7758,53298,102274,997979
67,100,6800,871,5734,113,10538,29,0,37790,38036,213670,48146,335382,543283,538358,994346,38802,520776
68,100,7224,947,6061,117,11425,30,0,745206,475045,743583,814150,734709,477883,814152,528107,323185,741851
69,100,7006,968,5826,116,12212,30,0,956344,511904,229951,231693,778803,458570,322838,239136,465284,827118
70,100,7083,891,5985,113,9932,29,0,6124,6430,5912,768112,541740,6804,655162,768142,543487,768033
71,100,7563,991,6356,113,10032,29,0,5826,5885,754927,795689,795787,399103,5155,887421,217444,496198
72,100,7162,1020,5924,111,12172,29,0,448667,57922,699496,906834,198752,277568,700028,226993,753746,703272
73,100,7763,1056,6484,110,10736,29,0,6853,190271,405640,470408,86188,573991,986963,574996,88691,256424
74,100,8231,1256,6689,116,12346,30,0,7364,353104,426975,437048,314481,426817,548275,724824,831381,55790
75,100,7338,1012,6114,112,11360,30,0,6553,874762,937405,106343,823106,7616,481177,952748,335363,456105
76,100,6971,928,5830,109,10655,28,0,120210,218377,324333,194189,273005,203370,267648,284144,890258,821033
77,100,6752,949,5597,109,11029,28,0,908325,322937,581325,988313,907550,30911,32969,171405,468269,87779
78,100,7724,1106,6398,110,11510,29,0,544739,924921,547884,464954,465039,496766,464949,151237,730884,92163
79,100,8236,1111,6870,122,11256,32,0,6070,919617,138184,8069,5967,673324,411888,118923,674756,673335
80,100,7562,1078,6265,109,10856,28,0,7451,591140,7188,900930,610680,918058,588905,420058,870629,66816
81,100,6575,946,5425,111,11871,29,0,833230,840245,986179,223910,800817,603552,888353,834026,11237,830564
